Country Name,Country Code,Year,Population,organization_name,region,income_group,total_gdp,total_gdp_million,gdp_variation
Middle income,MIC,1963,2220611237.0, INGRESO MEDIANO,NO DATA,AGREGADOS,287190757611.261,287190.757611261,4.93014358857921
Middle East & North Africa (excluding high income),MNA,1963,105546241.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,20793216375.3557,20793.2163753557,11.6470925584902
North America,NAC,1963,208253700.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,682281489551.125,682281.489551125,4.46664969983739
OECD members,OED,1963,843700013.0,MIEMBROS OCDE,NO DATA,AGREGADOS,1317146705820.97,1317146.70582097,5.08854140722647
Other small states,OSS,1963,9659416.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1963,200997696.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,31997381686.4881,31997.381686488097,5.80690524276038
Pacific island small states,PSS,1963,954098.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Post-demographic dividend,PST,1963,783141819.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1285271949326.93,1285271.94932693,5.01027662370177
South Asia,SAS,1963,610498308.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,60496393963.6217,60496.3939636217,5.29132884220003
Sub-Saharan Africa (excluding high income),SSA,1963,243848199.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,46123312273.1025,46123.3122731025,6.27243070853707
Sub-Saharan Africa,SSF,1963,243893375.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,46136363835.4131,46136.3638354131,6.27451257663114
Small states,SST,1963,15045754.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,0.0,0.0,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1963,917563058.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,70108532708.0611,70108.5327080611,6.43942142645638
Europe & Central Asia (IDA & IBRD countries),TEC,1963,322502356.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1963,227866079.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,93584779153.0936,93584.7791530936,1.89521807562041
Middle East & North Africa (IDA & IBRD countries),TMN,1963,105546241.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,20600910382.6982,20600.9103826982,11.6470925584902
South Asia (IDA & IBRD),TSA,1963,610498308.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,60496393963.6217,60496.3939636217,5.29132884220003
Sub-Saharan Africa (IDA & IBRD countries),TSS,1963,243893375.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,46136363835.4132,46136.3638354132,6.27451257663114
Upper middle income,UMC,1963,1161693145.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,184497355904.389,184497.355904389,4.48907013372424
World,WLD,1963,3189655687.0,MUNDO,NO DATA,AGREGADOS,1669569735937.23,1669569.73593723,5.01555698486213
Kosovo,XKX,1963,1022000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1964,102832792.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,24811627082.2698,24811.6270822698,0.0
Central Europe and the Baltics,CEB,1964,94715795.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1964,113777.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1964,4508189.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,849473871.829638,849.473871829638,8.4557322507069
East Asia & Pacific (excluding high income),EAP,1964,952505018.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,81068677593.1199,81068.67759311991,10.7848472660289
Early-demographic dividend,EAR,1964,1077531237.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,201669284249.456,201669.284249456,8.35274333654338
East Asia & Pacific,EAS,1964,1109291332.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,207763121785.189,207763.121785189,10.3969479509939
Europe & Central Asia (excluding high income),ECA,1964,272959744.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1964,698355574.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,620035842389.634,620035.842389634,5.83269787213447
Euro area,EMU,1964,275163380.0,ZONA DEL EURO,NO DATA,AGREGADOS,377249606355.391,377249.606355391,5.83511177118675
European Union,EUU,1964,369850237.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,426401497787.484,426401.497787484,5.96343364802243
Fragile and conflict affected situations,FCS,1964,266820455.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,40767511063.5007,40767.5110635007,5.21377843229334
High income,HIC,1964,819344462.0,INGRESO ALTO,NO DATA,AGREGADOS,1481517121033.48,1481517.12103348,6.36414297613766
Heavily indebted poor countries (HIPC),HPC,1964,178048131.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,26726934294.685,26726.934294685,3.42947368637442
IBRD only,IBD,1964,2065153294.0,SÓLO BIRF,NO DATA,AGREGADOS,391944318091.05,391944.31809105,8.19960321925079
IDA & IBRD total,IBT,1964,2483839827.0,BIRF Y LA AIF,NO DATA,AGREGADOS,447988605894.711,447988.605894711,7.67237159376431
IDA total,IDA,1964,418686533.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,53783425109.4056,53783.4251094056,4.91883873562682
IDA blend,IDB,1964,132726682.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,15724661347.0412,15724.6613470412,5.22797664246097
IDA only,IDX,1964,285959851.0,SÓLO AIF,NO DATA,AGREGADOS,39065472508.7825,39065.4725087825,4.67184290006541
Latin America & Caribbean (excluding high income),LAC,1964,218820356.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,89666050880.771,89666.050880771,7.60941995795712
Latin America & Caribbean,LCN,1964,245147710.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,111052848438.042,111052.848438042,7.26745329125067
Least developed countries: UN classification,LDC,1964,264101960.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,33226930963.3162,33226.9309633162,3.67214447529778
Low income,LIC,1964,154131490.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,16721795098.3747,16721.7950983747,0.0
Lower middle income,LMC,1964,1083774162.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,114688946257.546,114688.946257546,6.52919297631536
Low & middle income,LMY,1964,2426432129.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,342247759128.069,342247.759128069,7.83216916998792
Late-demographic dividend,LTE,1964,1165421495.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,207440473652.432,207440.473652432,7.1787406054509
Middle East & North Africa,MEA,1964,117271192.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,32468958629.6151,32468.9586296151,9.85031047198264
Middle income,MIC,1964,2272300639.0, INGRESO MEDIANO,NO DATA,AGREGADOS,326823937694.747,326823.937694747,8.11694646031071
Middle East & North Africa (excluding high income),MNA,1964,108376349.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,23192293019.5355,23192.2930195355,10.6006639095527
North America,NAC,1964,211262900.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,733740484526.022,733740.484526022,5.86788679535792
OECD members,OED,1964,855187441.0,MIEMBROS OCDE,NO DATA,AGREGADOS,1441319253033.62,1441319.25303362,6.43911129153503
Other small states,OSS,1964,9840401.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1964,205835402.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,30281925338.0056,30281.9253380056,4.68787192661104
Pacific island small states,PSS,1964,984824.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Post-demographic dividend,PST,1964,792263980.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1404161931865.35,1404161.93186535,6.35993440385066
South Asia,SAS,1964,623943328.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,69320094074.1273,69320.09407412731,7.75910537474151
Sub-Saharan Africa (excluding high income),SSA,1964,249827334.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,45885359762.5723,45885.35976257231,5.0091847824274
Sub-Saharan Africa,SSF,1964,249873656.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,45900075440.0532,45900.0754400532,5.00969303380494
Small states,SST,1964,15333414.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,0.0,0.0,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1964,940205341.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,80985670357.4128,80985.67035741279,10.7848472660289
Europe & Central Asia (IDA & IBRD countries),TEC,1964,327271196.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1964,234169957.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,104061102087.734,104061.102087734,7.25972410706109
Middle East & North Africa (IDA & IBRD countries),TMN,1964,108376349.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,22977799174.4942,22977.7991744942,10.6006639095527
South Asia (IDA & IBRD),TSA,1964,623943328.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,69320094074.1273,69320.09407412731,7.75910537474151
Sub-Saharan Africa (IDA & IBRD countries),TSS,1964,249873656.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,45900075440.0533,45900.0754400533,5.00969303380498
Upper middle income,UMC,1964,1188526477.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,211436938910.7,211436.9389107,8.72098735798062
World,WLD,1964,3255145692.0,MUNDO,NO DATA,AGREGADOS,1830168405451.36,1830168.40545136,6.56962733143223
Kosovo,XKX,1964,1050000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1965,105736428.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,26769289694.4669,26769.2896944669,0.0
Central Europe and the Baltics,CEB,1965,95440988.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1965,114989.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1965,4580382.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,941356066.033614,941.356066033614,10.6212054375269
East Asia & Pacific (excluding high income),EAP,1965,976371564.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,94462962774.4066,94462.9627744066,10.7817984719635
Early-demographic dividend,EAR,1965,1103859981.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,218788604348.105,218788.604348105,6.15812894263419
East Asia & Pacific,EAS,1965,1135760430.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,231255277193.422,231255.277193422,6.96995244674459
Europe & Central Asia (excluding high income),ECA,1965,277095486.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1965,706070460.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,676117339709.505,676117.339709505,4.45736408975546
Euro area,EMU,1965,277650954.0,ZONA DEL EURO,NO DATA,AGREGADOS,412364260985.064,412364.260985064,5.03894376875718
European Union,EUU,1965,373032729.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,466575256253.498,466575.256253498,5.24097380718483
Fragile and conflict affected situations,FCS,1965,272657455.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,44789142770.6852,44789.142770685205,6.32587699228873
High income,HIC,1965,828931850.0,INGRESO ALTO,NO DATA,AGREGADOS,1610326554922.1,1610326.5549221002,5.53338685129199
Heavily indebted poor countries (HIPC),HPC,1965,182548798.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,30246756298.3315,30246.7562983315,3.95237353857658
IBRD only,IBD,1965,2111931236.0,SÓLO BIRF,NO DATA,AGREGADOS,429673407517.041,429673.407517041,6.20805459510574
IDA & IBRD total,IBT,1965,2541414856.0,BIRF Y LA AIF,NO DATA,AGREGADOS,492596971116.294,492596.971116294,5.94361461893038
IDA total,IDA,1965,429483620.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,60238150560.4025,60238.15056040249,4.51935843868287
IDA blend,IDB,1965,136134348.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,17083744788.0461,17083.7447880461,5.80369552742357
IDA only,IDX,1965,293349272.0,SÓLO AIF,NO DATA,AGREGADOS,44397047434.2454,44397.0474342454,3.48774321551923
Latin America & Caribbean (excluding high income),LAC,1965,224812280.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,97214133307.7645,97214.1333077645,5.86950804544801
Latin America & Caribbean,LCN,1965,251760583.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,119371602868.407,119371.602868407,5.68369861026217
Least developed countries: UN classification,LDC,1965,270646667.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,37381495079.5891,37381.49507958911,3.7308537065355
Low income,LIC,1965,157862981.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,19450146960.3223,19450.1469603223,0.0
Lower middle income,LMC,1965,1109268545.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,122878481377.448,122878.481377448,2.07170687964788
Low & middle income,LMY,1965,2483422664.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,377880956160.192,377880.956160192,6.07889514173654
Late-demographic dividend,LTE,1965,1191679434.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,232548696222.151,232548.696222151,6.93434597187724
Middle East & North Africa,MEA,1965,120541198.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,35485036092.3545,35485.0360923545,12.6942030630796
Middle income,MIC,1965,2325559683.0, INGRESO MEDIANO,NO DATA,AGREGADOS,360052570632.713,360052.57063271303,6.170504347351
Middle East & North Africa (excluding high income),MNA,1965,111307810.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,25544256103.752,25544.256103752,12.5134419693704
North America,NAC,1965,214031100.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,796652272547.488,796652.272547488,6.39285251764798
OECD members,OED,1965,866357882.0,MIEMBROS OCDE,NO DATA,AGREGADOS,1565918318128.08,1565918.31812808,5.4596661713347
Other small states,OSS,1965,10026023.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1965,210865011.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,33365454534.4044,33365.4545344044,4.43351919582963
Pacific island small states,PSS,1965,1014633.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Post-demographic dividend,PST,1965,801098720.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1526914496588.92,1526914.49658892,5.48661274100888
South Asia,SAS,1965,637823175.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,74300329652.5007,74300.3296525007,-0.541338189555447
Sub-Saharan Africa (excluding high income),SSA,1965,256012349.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,50538951214.0442,50538.9512140442,4.70272506769459
Sub-Saharan Africa,SSF,1965,256059849.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,50553642033.2066,50553.6420332066,4.69947850212505
Small states,SST,1965,15621038.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,0.0,0.0,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1965,963806224.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,94366240962.1184,94366.2409621184,10.7817984719635
Europe & Central Asia (IDA & IBRD countries),TEC,1965,331852935.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1965,240564863.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,111722789491.003,111722.789491003,5.57444552359479
Middle East & North Africa (IDA & IBRD countries),TMN,1965,111307810.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,25308010135.9299,25308.0101359299,12.5134419693704
South Asia (IDA & IBRD),TSA,1965,637823175.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,74300329652.5007,74300.3296525007,-0.541338189555447
Sub-Saharan Africa (IDA & IBRD countries),TSS,1965,256059849.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,50553642033.2066,50553.6420332066,4.69947850212502
Upper middle income,UMC,1965,1216291138.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,236506106226.706,236506.106226706,7.69840451415433
World,WLD,1965,3322046795.0,MUNDO,NO DATA,AGREGADOS,1994297576262.09,1994297.57626209,5.61064800824001
Kosovo,XKX,1965,1078000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1966,108758634.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,28349126511.2864,28349.1265112864,0.0
Central Europe and the Baltics,CEB,1966,96146336.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1966,116229.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1966,4648353.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,1067294931.53703,1067.29493153703,8.43626937602839
East Asia & Pacific (excluding high income),EAP,1966,1003810717.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,103347773512.512,103347.773512512,8.00227381713651
Early-demographic dividend,EAR,1966,1130947721.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,216713742249.672,216713.742249672,4.33802755337665
East Asia & Pacific,EAS,1966,1165660993.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,258760858790.144,258760.858790144,8.60752189764769
Europe & Central Asia (excluding high income),ECA,1966,280497635.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1966,712830312.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,731240203642.53,731240.20364253,3.80585097928545
Euro area,EMU,1966,279969050.0,ZONA DEL EURO,NO DATA,AGREGADOS,446134400109.813,446134.40010981297,4.39708226284678
European Union,EUU,1966,376039129.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,505119166891.234,505119.166891234,4.27982236218611
Fragile and conflict affected situations,FCS,1966,278645121.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,47787351329.1555,47787.3513291555,0.874733054092289
High income,HIC,1966,837984905.0,INGRESO ALTO,NO DATA,AGREGADOS,1762147593190.95,1762147.59319095,5.51785291574403
Heavily indebted poor countries (HIPC),HPC,1966,187227553.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,32811712439.5391,32811.7124395391,3.8980276832318
IBRD only,IBD,1966,2161881347.0,SÓLO BIRF,NO DATA,AGREGADOS,443940954571.749,443940.954571749,5.61926258339238
IDA & IBRD total,IBT,1966,2602626879.0,BIRF Y LA AIF,NO DATA,AGREGADOS,512231198019.664,512231.198019664,5.02855390628021
IDA total,IDA,1966,440745532.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,65070707445.1225,65070.7074451225,1.7789321896027
IDA blend,IDB,1966,139672971.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,18608668971.6862,18608.6689716862,-0.0005380437486621
IDA only,IDX,1966,301072561.0,SÓLO AIF,NO DATA,AGREGADOS,47770714375.2573,47770.7143752573,3.24023885914313
Latin America & Caribbean (excluding high income),LAC,1966,230880082.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,107480701835.743,107480.701835743,4.63766125260454
Latin America & Caribbean,LCN,1966,258440584.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,131433205589.983,131433.205589983,4.95362920124967
Least developed countries: UN classification,LDC,1966,277496711.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,40736300263.0607,40736.3002630607,3.34840132795082
Low income,LIC,1966,161813677.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,20568317800.3461,20568.3178003461,0.0
Lower middle income,LMC,1966,1135402774.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,112146974060.739,112146.974060739,1.40265409762985
Low & middle income,LMY,1966,2544090232.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,392169475654.948,392169.475654948,4.93709093329808
Late-demographic dividend,LTE,1966,1220687497.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,258991672386.554,258991.672386554,7.68423681776014
Middle East & North Africa,MEA,1966,123908187.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,37999773462.5405,37999.7734625405,6.72749116563108
Middle income,MIC,1966,2382276555.0, INGRESO MEDIANO,NO DATA,AGREGADOS,373358795771.642,373358.795771642,4.99773757537135
Middle East & North Africa (excluding high income),MNA,1966,114351844.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,27043378657.31,27043.37865731,7.36932281495399
North America,NAC,1966,216659000.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,874400174025.376,874400.174025376,6.52360846484834
OECD members,OED,1966,877034871.0,MIEMBROS OCDE,NO DATA,AGREGADOS,1714359361139.17,1714359.36113917,5.55113599916636
Other small states,OSS,1966,10214282.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1966,216096182.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,36479623619.923,36479.623619923,1.1676379302866
Pacific island small states,PSS,1966,1043365.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Post-demographic dividend,PST,1966,809363152.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1670591013101.42,1670591.01310142,5.50182568764124
South Asia,SAS,1966,652144171.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,61634144134.499,61634.144134499,1.24277712197762
Sub-Saharan Africa (excluding high income),SSA,1966,262405783.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,54775665462.4639,54775.6654624639,2.02348107124848
Sub-Saharan Africa,SSF,1966,262454482.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,54791062255.4507,54791.0622554507,2.02980139841347
Small states,SST,1966,15906000.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,0.0,0.0,0.0
